name1	name2	TFCs
ALDOA	MMP9	10.8551531018931
ALDOA	MMRN1	17.6544453424176
ALDOA	NIT2	10.1921043583959
ALDOA	OLA1	17.0992976084598
ALDOA	PF4	12.2290793393803
ALDOA	PFKP	29.5917760082846
ALDOA	PGAM1	24.9557553973959
ALDOA	PGM1	28.3217519949552
ALDOA	PGM2	3.86752106457379
ALDOA	PKM	23.9914806222473
ALDOA	PPBP	4.85775595074335
ALDOA	PROS1	1.73365265294898
ALDOA	PTPN6	14.9399467862236
ALDOA	PTX3	6.58513615947991
ALDOA	SPTAN1	94.4882827276548
ALDOA	TALDO1	49.7550625401891
ALDOA	TIMP1	11.7931618937282
ALDOA	TKT	22.4729738020128
ALDOA	TPI1	23.5707997529444
ALDOA	VWF	17.0925569943522
ALDOC	CAMP	3.02044744993609
ALDOC	CANT1	10.7306064294666
ALDOC	CDA	14.6415276120441
ALDOC	CNN2	6.91081088590548
ALDOC	CSTB	7.16420448683445
ALDOC	DAK	2.01872922823728
ALDOC	ENO2	121.646073368294
ALDOC	G6PD	27.0021605937297
ALDOC	GAPDH	15.4703526861289
ALDOC	GGH	17.8010658422821
ALDOC	GPI	34.7626576039993
ALDOC	GSDMD	5.1866116549611
ALDOC	IDH1	15.1982056538406
ALDOC	LTA4H	14.7556528661256
ALDOC	LTF	6.28207962205447
ALDOC	LYZ	6.72667834313024
ALDOC	MMP9	10.2597392286063
ALDOC	NIT2	13.6745036681587
ALDOC	PFKP	53.9536168850069
ALDOC	PGAM1	36.1590531536578
ALDOC	PGM1	45.9504392059198
ALDOC	PGM2	1.75857903973478
ALDOC	PKM	24.0686099380109
ALDOC	PPBP	4.2512949883303
ALDOC	PTPN6	16.2286947021299
ALDOC	PTX3	6.00880439807255
ALDOC	SPTAN1	16.8144394196614
ALDOC	TALDO1	47.4812154321884
ALDOC	TKT	31.0787352001382
ALDOC	TPI1	35.8138831398519
AMDHD2	GFPT1	31.5165912481892
AMDHD2	GNPDA1	63.1601021156653
AMDHD2	GNPDA2	93.4788826331906
AMDHD2	HK2	12.9297428022941
AMDHD2	HK3	18.1478131365739
AMDHD2	NAGK	50.1371795647484
AMDHD2	PGM3	32.6903708118528
AMPD2	ATIC	46.0486428000489
AMPD2	IMPDH2	24.7229460679833
ANK1	ITPR1	14.4376874433524
ANP32A	ANP32B	38.2930962013094
ANP32A	ANP32E	37.0623327553933
ANP32A	APEX1	19.251869965281
ANP32A	ELAVL1	12.5569397131201
ANP32A	NME1	35.6556083681783
ANP32A	SET	12.9983382458217
ANP32A	XPO1	41.9705181678577
ANP32E	UCHL5	10.1494834595125
APAF1	XIAP	23.1452487774249
APBB1IP	ARAF	1.22452853395238
APBB1IP	ATG7	5.54409763589122
APBB1IP	CSK	1.62083582028075
APBB1IP	FAM114A2	0.0580408729878816
APBB1IP	ITGA2B	1.65752185578607
APBB1IP	ITGB3	2.94855632444967
APBB1IP	MAP2K1	1.38735288389665
APBB1IP	MAP2K2	0.830562933682978
APBB1IP	PAPSS1	1.33933515904568
APBB1IP	PFN1	9.15368339130169
APBB1IP	PFN2	5.75229246217539
APBB1IP	SYK	2.37816484217337
APBB1IP	VWF	1.63477467090632
APBB1IP	ZC3HAV1	0.0580408729878815
APCS	HIST1H2AC	4.87308015975778
APEX1	FEN1	50.4125343871069
APEX1	NME1	19.7925169379684
APEX1	PCNA	43.1930295867263
APEX1	POLB	51.7245745912044
APEX1	POLD1	43.5092092059862
APEX1	RFC1	26.9105337256557
APEX1	RFC2	45.0021002780902
APEX1	RFC3	41.3591656993477
APEX1	RFC4	45.4426646737971
APEX1	RFC5	43.09739072826
APEX1	RPA2	49.1898175381428
APEX1	SET	23.3346788509189
APEX1	TXN	14.2943188037367
APOA1BP	GAPDH	6.37144811315242
APOB	GOLM1	1.31094823011367
APOB	MAPK14	24.3013601859292
APOB	PTPN11	14.7488587639484
APRT	ATIC	48.7970981126998
APRT	GMPS	65.5209261654999
ARAF	ATG7	28.3611119107781
ARAF	BRAP	55.3820442460169
ARAF	CSK	26.3097845747827
ARAF	FAM114A2	12.4397959255309
ARAF	ITGA2B	49.3546041369462
ARAF	ITGB3	18.9474152134543
ARAF	MAP2K1	34.9336837538293
ARAF	MAP2K2	36.7484775194568
ARAF	PAPSS1	9.68081622286927
ARAF	PPP2R1B	33.5763009891526
ARAF	PPP2R5D	24.5268989313708
ARAF	PPP2R5E	76.7856143730596
ARAF	PPP5C	37.463044439242
ARAF	RRAS	22.542832181818
ARAF	RRAS2	28.1069328866104
ARAF	VWF	17.7128561513993
ARAF	YWHAZ	44.5773160993637
ARAF	ZC3HAV1	10.7585506334495
ARAP1	RHOB	31.3917446166077
ARAP1	RHOJ	27.9607268766039
ARFGAP2	UBE2I	33.3034485386804
ARHGAP1	RHOB	26.3502523103213
ARHGAP1	RHOJ	29.5297598341339
ARHGAP27	RHOB	17.1240304991817
ARHGAP27	RHOJ	21.1613234067905
ARHGAP35	FYN	29.3945071839308
ARHGAP35	MET	35.4462961749515
ARHGAP35	PTPN11	21.4141057598065
ARHGAP35	RASA1	23.4773321219401
ARHGAP35	RHOB	30.7100129833351
ARHGAP35	RHOJ	30.722957997828
ARHGAP35	YES1	20.5374176129756
ARHGDIA	RHOB	28.5474406642571
ARHGDIA	RHOJ	23.7848371358824
ARHGDIB	RHOB	33.6169059153283
ARHGDIB	RHOJ	31.8820596635791
ARHGEF1	GNAQ	19.6206309735863
ARHGEF1	GNG11	57.3309513183107
ARHGEF1	GNG2	27.7920403789631
ARHGEF1	RHOB	15.4292038418979
ARHGEF1	RHOJ	19.1917273711497
ARHGEF10	RHOB	24.1009268553324
ARHGEF10	RHOJ	24.8679696788558
ARHGEF15	RHOB	18.4419078942778
ARHGEF15	RHOJ	16.1648112048867
ARIH1	EIF2AK2	11.0775432290085
ARIH1	JAK1	12.4884524709105
ATG7	CSK	23.0014968999617
ATG7	FAM114A2	20.0299639284275
ATG7	ITGA2B	19.5462977186287
ATG7	MAP2K1	22.6212914860727
ATG7	MAP2K2	17.9402090361744
ATG7	VWF	20.4366083316264
ATG7	ZC3HAV1	14.5310984806989
ATIC	CANT1	23.6767773601626
ATIC	ENTPD1	19.5697535301062
ATIC	GART	49.3648223520594
ATIC	GMPR2	37.4749924811473
ATIC	HPRT1	40.7683551463009
ATIC	IMPDH1	50.3978229687736
ATIC	IMPDH2	24.0921710473433
ATIC	ITPA	35.043858695004
ATIC	MTHFD1	20.9408233057671
ATIC	MTHFD1L	22.2287138736666
ATIC	MTHFD2	36.4929887874515
ATIC	NT5C2	48.1263597162833
ATIC	NT5C3A	30.3834258509757
ATIC	NT5E	36.1160965403109
ATIC	PAICS	63.2520699196259
ATIC	PFAS	75.5602162642834
ATIC	PPAT	62.7031427806916
ATIC	SHMT1	24.8036719682916
ATIC	SHMT2	23.1893512135136
ATXN2L	G3BP2	37.570384268633
ATXN2L	PABPC4	6.40638013326121
ATXN2L	SLC9A3R2	40.7755658190954
BAX	BID	57.9581902545939
BAX	CBFB	8.91593136773055
BAX	SFN	39.1633721700212
BCAT1	SDSL	33.5737930790378
BCCIP	GRWD1	11.1871666630815
BCCIP	NOP2	10.9533056395024
BCCIP	RRS1	12.4332089331163
BCR	CSK	28.8587652984394
BCR	PLCG2	23.7228283138702
BCR	RASA1	31.2433098951417
BCR	RHOB	22.7401092657628
BCR	RHOJ	23.4816765864153
BID	CASP10	39.2671086570503
BID	CASP8	40.2759750077827
BID	NMT1	22.1595021312718
BID	RIPK1	39.3187583570204
BID	TNFSF10	55.9583202688568
BID	TRADD	41.8362334664094
BMS1	GRWD1	7.4152499668533
BMS1	IPO4	4.29919570510265
BMS1	NOP2	26.7233847880131
BMS1	RRP12	73.3750659952035
BMS1	RRS1	21.6250025842626
BOP1	GMPS	8.80771309617598
BOP1	GRWD1	11.5192473008978
BOP1	IPO4	10.4321486477836
BOP1	NOP2	58.6027916817405
BOP1	RRP12	73.317465707665
BOP1	RRS1	47.3686120101991
BRAP	RRAS	27.9333679129428
BRAP	RRAS2	36.0637738377074
BYSL	GRWD1	8.36555406548373
BYSL	NOP2	32.3427261364301
BYSL	RRP12	100.349131304748
BYSL	RRS1	36.6018865909329
C11orf54	GNPDA2	2.02002055381994
C11orf54	PGM2	4.28352002930435
C12orf5	HK2	1.9698600666621
C12orf5	MPI	0.746842909761542
C12orf5	PFKFB2	1.4591995755803
C12orf5	PFKP	2.27360856353407
C9orf142	LIG4	0
C9orf142	MSH6	0.872308368745461
C9orf142	POLD1	3.60520218990546
C9orf142	XRCC4	1.66049338344007
CACNA2D2	GNAI1	0.878717965849147
CACNA2D2	GNG11	1.00182117717533
CACNA2D2	GNG2	1.61151688455914
CACYBP	NAA25	6.23360173700116
CAD	GFPT1	28.4607688278111
CAD	GLS2	34.5555303534256
CAD	GLUL	22.8218183677225
CAD	IPO4	13.6205447923339
CAD	PPAT	39.4317418114783
CALCRL	GNG11	42.2516300067816
CALCRL	GNG2	41.3024632644212
CALCRL	RAMP2	48.3679525222552
CALU	GOLM1	0.37933888426731
CANT1	GMPS	48.1091248673184
CANT1	IMPDH2	13.5548535840504
CANT1	PKM	12.6352925613371
CAPG	MIF	12.7064740671904
CAPG	MTPN	22.4641137946087
CAPG	PIR	16.1471989767591
CAPG	SNX3	17.1590569393967
CAPG	UFM1	20.996115374724
CARM1	ME1	20.3960460162757
CARM1	PABPC4	22.3777766524672
CARM1	PCNA	41.4416284073995
CARS	GMPS	4.16627769440728
CASP10	IKBKB	16.5706324787268
CASP10	MAP2K4	20.0768866271934
CASP10	RIPK1	24.8835354606945
CASP10	TNFSF10	48.3183117193198
CASP10	XIAP	21.2385827787231
CASP3	MAPK14	40.0653037835399
CASP3	RFC1	43.5793846041009
CASP3	RIPK1	49.3576332187627
CASP3	TNFSF10	35.7232024517717
CASP3	XIAP	34.5017978927443
CASP7	XIAP	16.9548236419232
CASP8	IKBKB	29.1871900448827
CASP8	RIPK1	51.0407060073359
CASP8	TNFSF10	33.973039603597
CASP8	XIAP	29.2362194882247
CAV1	FYN	30.0477122789562
CAV1	RIPK1	26.8419664745411
CAV2	FYN	20.733280100123
CBFB	CLDN5	12.4800368429084
CBFB	CTSL	15.647512900863
CBFB	GPAM	18.6256540337401
CBFB	HDAC4	30.3551042463778
CBFB	HDAC6	15.5935952950676
CBFB	HIST1H2AC	4.41389877285499
CBFB	ITGA2B	8.20688290131099
CBFB	ITGA5	11.093694266083
CBFB	MOV10	15.2530240831331
CBFB	PF4	20.1004148300578
CBFB	PPIA	27.516410913464
CBFB	PRMT1	22.5422355883008
CBFB	RUNX1	33.3438269897301
CBFB	SMARCA4	34.3977447085934
CBFB	SMARCC1	33.6655318646733
CBFB	STAT1	18.2787607887417
CBFB	TCEB2	14.8982324529453
CBFB	TJP1	8.78833197504778
CD2AP	FYN	38.7317619047715
CD2BP2	HNRNPA1	53.7934194245648
CD36	FYN	53.1333957910438
CD36	MAPK14	48.1425779866706
CDH5	VAV1	13.6763837925777
CDK2	CDK5	28.984234966898
CDK2	MCM2	21.7124482009222
CDK2	MCM3	18.7189866551495
CDK2	MCM4	22.2755107126638
CDK2	MCM5	18.8613154645573
CDK2	MCM6	24.5085374935485
CDK2	PCNA	22.3163202778397
CDK2	RPA2	25.5145619576485
CDK2	SFN	29.5906767964243
CDK2	SUMO1	21.6141840544652
CDK5	FYN	32.6458255129858
CDK5	GSK3B	39.8250166652061
CDK5	MAP2K1	34.9142308893212
CDK5	PAK1	32.7237930216633
CDK5	PLXNA2	17.7263068299118
CDK5	SFN	20.9583831870935
CEBPZ	NOP2	16.4497281396704
CEBPZ	RRP12	11.9468407777672
CEBPZ	RRS1	7.60756250629439
CHD1L	PCNA	31.8797052704303
CHD1L	POLD1	38.9158820045094
CHD1L	RFC1	20.5578290910646
CHD1L	RFC4	36.9206534197384
CHD1L	RPA2	42.2778785856885
CHD1L	SUMO1	17.8400850484182
CHD1L	UBE2I	15.7072682861965
CIAO1	POLD1	25.163926991118
CIAPIN1	POLD1	13.7961109267597
CIRBP	KHDRBS1	26.1429912297932
CIT	RHOB	30.1222879983412
CKAP5	MCM6	20.5290642750634
CKAP5	RANBP2	11.3323510325445
CLASP1	RANBP2	10.9205774406599
CLASP2	RANBP2	10.0088078710043
CLDN5	RUNX1	24.8291414184936
CLIC5	YES1	20.0849907355551
CMA1	FYN	18.0495528687704
CMAS	NAA10	0.597713617804632
CMAS	NAA15	5.66552488142314
CMAS	NANS	2.91466170247686
CMPK1	NME1	6.23183103856996
CNDP2	GLS2	36.5499061974239
CNDP2	GLUL	26.050475987372
COL4A3BP	RANBP2	3.75407555323701
COPS5	LDHA	22.3447782506155
CPS1	GLS2	35.5900574732228
CPS1	GLUL	22.3964435273695
CPSF2	HNRNPA1	16.2935481865928
CPSF2	RANBP2	13.5419652426872
CPSF2	WDR77	11.6138403786318
CRTAC1	UBE2I	12.5996921128655
CSE1L	KPNA2	26.3823080859135
CSE1L	KPNA6	48.7631424675798
CSE1L	RFC4	6.59347460789144
CSE1L	TWF1	5.79234858436036
CSE1L	TXNDC5	18.4972738520958
CSE1L	UBE2A	6.43522274172466
CSE1L	UBR1	5.24541874689791
CSK	FAM114A2	17.007703254521
CSK	FRK	39.6138443247064
CSK	FYN	28.0784804348192
CSK	ITGA1	17.9322292690118
CSK	ITGA2B	33.0230885541544
CSK	ITGB1	16.8033615772592
CSK	ITGB3	15.9384589775262
CSK	MAP2K1	24.4047342348738
CSK	MAP2K2	22.3375794788271
CSK	PAPSS1	11.4672988954032
CSK	PECAM1	18.5076791381395
CSK	PRKAR2B	28.9514671829917
CSK	PTPN11	19.8229282359759
CSK	PTPN6	34.779787996749
CSK	RASA1	19.7951398757807
CSK	TENC1	6.37144811315242
CSK	TNS1	1.61208175301116
CSK	VWF	14.3198424768117
CSK	YES1	33.6371442199808
CSK	ZAP70	32.0021743016926
CSK	ZC3HAV1	5.97210176406486
CSTF1	HNRNPA1	0.295788018997902
CSTF2	HNRNPA1	35.7710685121452
CSTF3	HNRNPA1	16.6294579980589
CTBP1	RUNX1	25.987661740552
CTBP1	SUMO1	25.7111661528901
CTBP1	UBE2I	38.9479667228706
CTBP2	RUNX1	31.1883469062216
CTNNBL1	HNRNPA1	4.96231951717743
CTNNBL1	KHDRBS1	7.28622184297142
CTPS1	GMPS	24.85620116492
CTPS1	GRWD1	9.30814732504807
CTPS1	IMPDH2	17.3136888091785
CTPS1	NME1	9.06341156205849
CTPS2	GMPS	37.4238514182567
CTPS2	GRWD1	9.96630977262519
CTPS2	NME1	4.2325137634564
CTSL	RUNX1	16.6897509542423
CTTN	FYN	17.3559947119148
CUL1	IKBKB	25.8168031306857
CUL1	UBE2I	46.7976589734406
CUL4A	PCNA	15.1104613976401
CUL4A	POLD1	19.8750648767795
CUL4A	RFC1	14.5200815491957
CUL4A	RFC4	14.700080049013
CUL4A	RPA2	21.7220444785361
CUL4A	SUMO1	19.0259114779071
CUL4A	UBE2I	33.245613654572
CUL4B	PCNA	22.589466313451
CUL4B	POLD1	29.8360955156854
CUL4B	RFC1	15.9811199538771
CUL4B	RFC4	21.3829440823729
CUL4B	RPA2	27.7067649605608
CUL4B	SUMO1	21.1162270288539
CUL4B	UBE2I	35.0450294363973
DAK	DDX58	2.58439487368273
DAK	GNPAT	1.51429952045507
DAK	TPI1	1.96289968553213
DAK	TRIM25	6.02870080629458
DAP3	TNFSF10	77.8986253594457
DCAF13	GRWD1	10.4755356732493
DCAF13	NOP2	57.5199825125082
DCAF13	RRP12	75.3656722877688
DCAF13	RRS1	56.694808124696
DCTD	RFC4	23.3874355603335
DCTPP1	NME1	4.12008041285685
DCTPP1	POLD1	37.5873083924151
DDX17	KHDRBS1	32.673861274868
DDX17	NOP2	22.7747923969246
DDX17	SUMO1	25.9126010903861
DDX17	UBE2I	25.55993338657
DDX21	HIST1H2AC	1.63546867536085
DDX21	RRS1	13.7081042853473
DDX24	GRWD1	16.9619095655952
DDX24	NOP2	55.4544890847665
DDX24	RRP12	42.6764103912486
DDX24	RRS1	30.2333198356333
DDX27	GRWD1	10.3246496517875
DDX27	NOP2	80.4141916410652
DDX27	RRP12	100.295354807722
DDX27	RRS1	47.8939430098248
DDX39A	RAN	28.2678623751734
DDX39A	RANBP2	18.7437310630177
DDX39B	HNRNPA1	40.6055648542029
DDX39B	KHDRBS1	33.6678369402836
DDX39B	RAN	32.6527309786031
DDX39B	RANBP2	14.3069638369566
DDX42	HNRNPA1	6.64131397926524
DDX46	HNRNPA1	100.713383806862
DDX47	GRWD1	8.45263580217502
DDX47	NOP2	36.6894398588651
DDX47	RRP12	100.336935973342
DDX47	RRS1	20.6827805979264
DDX5	GMPS	24.1388199034703
DDX5	HNRNPA1	24.6336850604911
DDX5	NOP2	23.2447771803843
DDX5	RRP12	31.0140785158676
DDX5	SUMO1	30.3542844496422
DDX5	UBE2I	35.3375948703484
DDX54	GRWD1	9.94895771127981
DDX54	NOP2	39.4053186855396
DDX54	RRP12	100.255244707942
DDX54	RRS1	21.3596457991589
DDX56	GRWD1	0.0591967657305164
DDX56	IPO5	0.939927168598642
DDX56	NOP2	0.0691865742333252
DDX56	RRP12	0.0612453488695919
DDX56	RRS1	0.114241912325
DDX58	EIF2AK2	41.1307848838309
DDX58	IKBKB	30.5561519721899
DDX58	JAK1	18.8042299974969
DDX58	RIPK1	26.4809267422103
DEPTOR	IGBP1	25.0431274070676
DEPTOR	RHEB	24.2019075424493
DEPTOR	SFN	30.2684377644091
DEPTOR	YWHAG	40.1964387025465
DEPTOR	YWHAQ	22.2496755084991
DEPTOR	YWHAZ	27.0164144504115
DHX16	HNRNPA1	22.441322598518
DIAPH1	RHOB	46.4114614774557
DIS3	RAN	18.509386376752
DNAJC3	EIF2AK2	30.6593916941953
DNAJC3	GOLM1	0.873313805969228
DNAJC7	NAA50	10.7238241563145
DNAJC8	HNRNPA1	0.178028445190601
DNM1L	RIPK1	31.4020267648949
DRG1	NAA15	19.4892497213604
DTYMK	NME1	2.96622393754143
DUSP3	MAPK14	29.6463212055309
EEF1A1	RAN	11.1169849083287
EEF1G	ENO1	36.0722152252145
EEF1G	ENO2	32.1039174646448
EEF1G	GMPS	26.5241844978435
EFNB1	FYN	20.0373931513729
EFNB1	MAP2K1	19.7956496464183
EFNB1	MMP9	18.418114820349
EFNB1	PAK1	20.9757394719478
EFNB1	PAK2	22.8811325347707
EFNB1	PTPN13	11.6348030589286
EFNB1	RASA1	27.3187192226226
EFNB1	RRAS	17.8368970133097
EFNB1	YES1	25.4975657147291
EIF2A	EIF2AK2	14.908688493514
EIF2AK2	ISG15	42.0453436589047
EIF2AK2	JAK1	21.5882248689826
EIF2AK2	MX1	33.0671456378281
EIF2AK2	MX2	28.210471698034
EIF2AK2	MYD88	43.215600583462
EIF2AK2	PTPN2	25.2247945842385
EIF2AK2	RIPK1	33.496972706812
EIF2AK2	STAT1	34.6370217738315
EIF2AK2	STAU2	6.37144811315242
EIF2AK2	TRIM25	33.3411221759842
EIF2AK2	UBE2L6	17.1908572986114
EIF2B1	EIF2B2	76.3668430335097
EIF2B1	EIF2B3	98.609731876862
EIF2B1	EIF2B4	78.7310098302055
EIF2B1	EIF2B5	91.1237778034121
EIF2B2	EIF2B3	76.8346595932803
EIF2B2	EIF2B4	94.5525291828794
EIF2B2	EIF2B5	107.158942695576
EIF2B3	EIF2B4	79.0510295434199
EIF2B3	EIF2B5	91.8571470582994
EIF2B4	EIF2B5	109.327142168027
EIF2B5	GSK3B	80.2953668451124
EIF4B	GMPS	18.7763869854808
EIF4B	RRP12	18.7519678857403
EIF4E	MAPK14	42.3410278808863
EIF4E	RANBP2	17.4010191896533
EIF4G1	PABPC4	33.6062506970204
EIF4G3	PABPC4	62.645830720309
EIF4H	RAVER1	24.5632003642524
EIF5A	RAN	9.29137418576198
ELAC2	RRP12	37.2073175811447
ELAVL1	HNRNPA1	12.3602286005166
ELAVL1	KHDRBS1	21.7270331539843
ELAVL1	SET	17.8804731026536
EMG1	GMPS	16.7820769651756
EMG1	GRWD1	10.5832327564167
EMG1	NOP2	44.6763461860714
EMG1	RRS1	26.2247249242353
EML1	EML4	46.1770544057808
EML4	JAK1	19.1063021556348
EML4	PLCG2	13.9423503191958
ENO1	ENO2	100.51899928552
ENO1	G6PD	14.1003254695263
ENO1	GAPDH	28.2071802669409
ENO1	GPI	21.1094844224009
ENO1	PGAM1	25.0747553705999
ENO1	PGK1	23.8518930223038
ENO1	PKM	25.6355118813429
ENO1	TALDO1	19.7930035470649
ENO1	TKT	11.9497002241661
ENO1	TPI1	19.0695800456401
ENO2	FKBP1A	16.2538233707368
ENO2	G6PD	21.2417854826557
ENO2	GAPDH	104.996304657124
ENO2	GPI	107.981893357401
ENO2	GPX4	22.9719025023142
ENO2	HINT1	31.9920601562634
ENO2	PGAM1	103.110978171406
ENO2	PGK1	104.136984697328
ENO2	PKM	107.578314057627
ENO2	PLS3	13.4284304167378
ENO2	TALDO1	20.6184152605178
ENO2	TKT	20.9969351162285
ENO2	TPI1	105.841540001811
ENOPH1	MTPN	13.3147124926731
ENOPH1	PGM3	20.8913910229239
ENOPH1	SMS	49.5081229158511
ENTPD1	GMPS	22.1852286282697
ENTPD1	IMPDH2	14.1209687299375
ENTPD1	PKM	16.6737575141315
ERAL1	MCAT	5.80893294107905
ETF1	IPO4	6.83049772298618
ETF1	NAA15	46.9137977582444
EXOSC10	RRS1	16.6553056233792
FAM114A2	ITGA2B	12.6763778118556
FAM114A2	ITGB3	25.2299292288914
FAM114A2	MAP2K1	15.9111529789619
FAM114A2	MAP2K2	12.5871408921595
FAM114A2	PAPSS1	18.4110004075085
FAM114A2	VWF	24.5377608755187
FAM114A2	ZC3HAV1	15.6737998843262
FAM49B	MTAP	10.2650907985979
FAM49B	VWF	1.79132700319603
FAM96B	POLD1	5.65773489235115
FARSB	GMPS	21.3187038980834
FASN	MCAT	53.9284229161183
FBXO2	UBE2I	50.7525232844081
FEN1	MCM2	42.2565845261592
FEN1	MCM3	43.8996830342278
FEN1	MCM4	48.1638286296157
FEN1	MCM5	49.5967062586468
FEN1	MCM6	48.5908613322679
